,Address,Latitude,Longitude
206,49 RUE BERGER - 75001 PARIS,48.862238717047155,2.3419609379556734
207,36 RUE DE L'ARBRE SEC - 75001 PARIS,48.86024709541543,2.342302645725544
208,71 RUE DE RICHELIEU - 75002 PARIS,48.868299889200706,2.338089782278504
209,32 RUE ETIENNE MARCEL - 75002 PARIS,48.86458237746489,2.346282111667021
210,42 RUE VIVIENNE - 75002 PARIS,48.871242274166406,2.341394999257386
211,FACE 8 RUE SALOMON DE CAUS - 75003 PARIS,48.867497989406644,2.353660816249226
212,22 RUE DE LA PERLE - 75003 PARIS,48.859846683206975,2.361050487092021
213,6 RUE SAINT PAUL - 75004 PARIS,48.85272597218954,2.360878343431665
214,25 RUE DU PONT LOUIS PHILIPPE - 75004 PARIS,48.855965856210226,2.3563811548730613
215,10 RUE D'ARCOLE - 75004 PARIS,48.85398414441304,2.349380045291025
216,105-109 TERRE PLEIN SAINT PAUL - 75004 PARIS,48.85502399904096,2.361203538755455
217,4 RUE DOLOMIEU - 75005 PARIS,48.842735042989645,2.352472437223356
218,FACE 41 AVENUE GEORGES BERNANOS - 75005 PARIS,48.84010895666061,2.337296889737942
219,40 RUE BOU LANGERS - 75005 PARIS,48.84629503172156,2.3522229216074906
220,3 RUE PASCAL - 75005 PARIS,48.83899382454321,2.3499320529577403
221,21 RUE CENSIER - 75005 PARIS,48.84050866371247,2.3537135520334123
222,5 RUE DE LA SORBONNE - 75005 PARIS,48.84977037060335,2.3435735757330067
223,10 RUE ANDRE MAZET - 75006 PARIS,48.853751073467855,2.339113722899687
224,90 RUE D'ASSAS - 75006 PARIS,48.84373446877937,2.3334283818758865
225,26 RUE GUYNEMER - 75006 PARIS,48.84672098257342,2.332394592929583
226,34 RUE CONDE - 75006 PARIS,48.849580002186286,2.3378484371795394
227,11 RUE DANTON - 75006 PARIS,48.85239300931143,2.341442522468474
228,QUAI D'ORSAY - CONCORDE - 75007 PARIS,48.86314,2.3166900000000004
229,FACE 28 BOULEVARD RASPAIL - 75007 PARIS,48.85326166861167,2.3263198063843817
230,QUAI BRANLY - 75007 PARIS,48.860897797941035,2.29559959844703
231,23 AVENUE DE SEGUR - 75007 PARIS,48.85129433458901,2.309747615603337
232,RUE VELPEAU - 75007 PARIS,48.85123038028847,2.3250700387386165
233,43 AVENUE RAPP - 75007 PARIS,48.858169043484295,2.300528330043888
234,FACE 2 BOULEVARD RASPAIL - 75007 PARIS,48.85546173595601,2.3256819358891545
235,FACE 19 RUE CASIMIR PERIER - 75007 PARIS,48.85782911070922,2.319149052579355
236,2 RUE JEAN MERMOZ - 75008 PARIS,48.86970884795243,2.3107146553742357
237,49 RUE DE BERRI - 75008 PARIS,48.8748103900282,2.3083140641891364
238,04 PLACE DE LA MADELEINE - 75008 PARIS,48.86909008833763,2.324429630496505
239,14 RUE ROCHER - 75008 PARIS,48.876079329226044,2.322731562049324
240,31 RUE D'ARTOIS - 75008 PARIS,48.8737943183796,2.3062995502710812
241,42 AVENUE GEORGE V - 75008 PARIS,48.87043780535061,2.3008302614235188
242,65 RUE PIERRE CHARRON - 75008 PARIS,48.87007033911426,2.304315446715835
243,45 BD BATIGNOLLES - 75008 PARIS,48.882148945433045,2.3198586920929163
244,63 RUE GALILEE - 75008 PARIS,48.87170519139307,2.2985282656798063
245,42 RUE DE LONDRES - 75008 PARIS,48.87803446150397,2.326483540969424
246,54 RUE DE LA BIENFAISANCE - 75008 PARIS,48.876599940835455,2.3131650543554305
247,28 RUE DE MADRID - 75008 PARIS,48.877984027503516,2.318404862782852
248,16 RUE DE LINCOLN - 75008 PARIS,48.87069015790859,2.303222423974782
249,4 RUE D'ATHENES - 75009 PARIS,48.878113787875996,2.3295602194582403
250,115 rue de provence - 75009 PARIS,48.87417902403025,2.327778690118609
251,19 RUE D'ABBEVILLE - 75009 PARIS,48.8792233706285,2.349147493536092
252,24 RUE DE CHORON - 75009 PARIS,48.87777069534678,2.339784967507022
253,69 RUE DE PROVENCE - 75009 PARIS,48.87428447542072,2.3329765115643113
254,2 RUE DE LONDRES - 75009 PARIS,48.87673249893722,2.33048422584945
255,12 RUE DES MATHURINS - 75009 PARIS,48.87297125192714,2.329465611700831
256,52 RUE D'ENGHIEN / ANGLE RUE DU FAUBOURG POISSONIERE - 75010 PARIS,48.872420063053134,2.3483952362828067
257,39 RUE DE DUNKERQUE - 75010 PARIS,48.88072668576597,2.3514643332019034
258,1 RUE DE LA FIDELITE - 75010 PARIS,48.87457503678029,2.356796765204903
259,3 BOULEVARD DE DENAIN - 75010 PARIS,48.87904931076023,2.354159095958248
260,1 BOULEVARD DE LA CHAPELLE - 75010 PARIS,48.88434815133314,2.364163329874197
261,23 RUE PARADIS - 75010 PARIS,48.87503405624493,2.3521848948265487
262,4 RUE DE DUNKERQUE - 75010 PARIS,48.87935510317391,2.358379192454538
263,10 RUE LOUIS BLANC - 75010 PARIS,48.879332174655,2.3686287157487618
264,93 RUE DE MONTREUIL - 75011 PARIS,48.850507011841906,2.3930755582744707
265,1 RUE DES BOULETS - 75011 PARIS,48.84925926211518,2.391754614194301
266,37 RUE DE LA ROQUETTE - 75011 PARIS,48.85510629540472,2.3734245419305564
267,17 RUE SAINT AMBROISE - 75011 PARIS,48.86213503847161,2.377229858571335
268,9 RUE FROMENT - 75011 PARIS,48.85704145047844,2.3728947030680696
269,FACE 121 BOULEVARD RICHARD LENOIR - 75011 PARIS,48.86580427668636,2.369337074966926
270,FACE 86 BOULEVARD RICHARD LENOIR - 75011 PARIS,48.861804852071536,2.372651428265507
271,3 RUE ALEXANDRE DUMAS - 75011 PARIS,48.85288867036487,2.3891476408095533
272,11 RUE FAIDHERBE - 75011 PARIS,48.85153200534014,2.38372328828755
273,49 RUE GABRIEL LAME - 75012 PARIS,48.83513805068952,2.385478486564838
274,58 RUE DE LA GARE DE REUILLY - 75012 PARIS,48.842577100515385,2.397249990597384
275,146 BOULEVARD DIDEROT - 75012 PARIS,48.84765388098465,2.3902386331418644
276,61 RUE DE BERCY - 75012 PARIS,48.837721458982095,2.3822173370504083
277,FACE 28 RUE FRANCOIS TRUFFAUT - 75012 PARIS,48.83350833245743,2.3861331687003453
278,224 RUE DE BERCY - 75012 PARIS,48.84618800146489,2.37040616152132
279,245 RUE DE CHARENTON - 75012 PARIS,48.83667579640627,2.3917958555556287
280,4 RUE DE MADAGASCAR - 75012 PARIS,48.834705859741675,2.3971115526495086
281,81 RUE DE BERCY - 75012 PARIS,48.838775306481416,2.38086079265402
282,53 BOULEVARD DE REUILLY - 75012 PARIS,48.8394854026542,2.397212376289136
283,111 BOULEVARD MASSENA - 75013 PARIS,48.8199419656772,2.36507858638901
284,21 RUE DU DR LERAY ET LANDOUZY - 75013 PARIS,48.82331617217754,2.35433694417225
285,FACE 11 PLACE D'ITALIE - 75013 PARIS,48.8315826437749,2.356708420760657
286,10 RUE EUGENE OUDINE - 75013 PARIS,48.82571290351962,2.375044300094851
287,121 AVENUE D'ITALIE - 75013 PARIS,48.82115932080097,2.3587012178783215
288,28 AVENUE DE CHOISY - 75013 PARIS,48.821907968811686,2.3633347106147555
289,FACE 2 PLACE D'ITALIE - 75013 PARIS,48.83199636916928,2.354809472700658
290,20 RUE WURTZ - 75013 PARIS,48.82649432826403,2.344301715865302
291,81 RUE BOBILLOT - 75013 PARIS,48.82552586188404,2.3502050849745717
292,55 RUE DUNOIS - 75013 PARIS,48.83227245863954,2.3674158667501533
293,88 BOULEVARD AUGUSTE BLANQUI (SUR TPC) - 75013 PARIS,48.830624075093716,2.3454294566459866
294,4 AVENUE D'IVRY - 75013 PARIS,48.821962441017455,2.368528699972122
295,53 QUAI FRANCOIS MAURIAC - 75013 PARIS,48.83505071580454,2.376068100310425
296,2 RUE LEREDDE - 75013 PARIS,48.82897474432959,2.374332000856194
297,2 RUE DE LA POINTE D'IVRY - 75013 PARIS,48.823219683169356,2.3654696281061947
298,163 AVENUE D'ITALIE - 75013 PARIS,48.81989461806138,2.359432938466414
299,46 RUE NATIONALE - 75013 PARIS,48.824810840809405,2.367735489853108
300,FACE 29 RUE JEAN JACQUES ROUSSEAU - 75001 PARIS,48.862998166767845,2.341555077827231
301,10 RUE BOUCHER - 75001 PARIS,48.85946238924527,2.3443661284461106
302,12 RUE DES HALLES - 75001 PARIS,48.85989631444149,2.346756667548724
303,9 rue COQUILLIERE 75001 PARIS,48.86358050651757,2.342609463824718
304,02 RUE DANIEL CASANOVA - 75002 PARIS,48.86762307805685,2.3332685931015362
305,11 RUE THOREL - 75002 PARIS,48.870000617196524,2.348995518049354
306,108 RUE D'ABOUKIR - 75002 PARIS,48.86866048153928,2.35018588824494
307,1 RUE DES FILLES SAINT THOMAS - 75002 PARIS,48.86885168937216,2.339731401086941
308,67 RUE DES ARCHIVES - 75003 PARIS,48.862401211914424,2.359447031946381
309,7 RUE SAINTE ELISABETH - 75003 PARIS,48.866137224583404,2.3596611436264667
310,2 RUE TIRON - 75004 PARIS,48.85579663740384,2.357907882135172
311,1 QUAI AUX FLEURS - 75004 PARIS,48.8529448879212,2.352088649440748
312,BOULEVARD BOURDON - 75004 PARIS,48.85255711743521,2.3682407194182002
